,Restaurant_id,Cuisine Style,Price Range,Number of Reviews
17211,id_11269,"['Moroccan', 'Middle Eastern', 'Vegetarian Friendly']",$$ - $$$,214
17225,id_2305,"['Italian', 'Mediterranean', 'European']",$$ - $$$,317
17226,id_1434,"['French', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,115
17223,id_459,"['Mexican', 'Vegetarian Friendly']",$$ - $$$,86
17205,id_15281,"['Bar', 'British', 'Pub']",$$ - $$$,79
17229,id_490,"['Asian', 'Korean', 'Vegetarian Friendly']",$,47
17232,id_1494,"['Irish', 'Bar', 'Pub']",$$ - $$$,22
17184,id_4702,,,
17210,id_7692,,,
17224,id_1243,"['Mediterranean', 'European', 'Spanish']",$$$$,349
17230,id_1597,"['Italian', 'Pizza', 'Neapolitan']",$,499
17233,id_1525,"['Bar', 'European']",$,55
17231,id_11091,['French'],$,27
17234,id_692,"['Italian', 'Mediterranean', 'European']",$$ - $$$,77
17236,id_3118,"['International', 'European', 'Portuguese']",$$ - $$$,18
17235,id_1901,['Mediterranean'],,2
17237,id_1009,"['French', 'Pizza', 'European']",$$ - $$$,648
17238,id_1947,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,279
17239,id_5495,['Fusion'],,2
17248,id_12574,,,4
17240,id_606,"['Italian', 'Pizza', 'European']",$$ - $$$,443
17245,id_4443,['Asian'],,109
17243,id_403,"['Bar', 'European', 'Central European']",$$ - $$$,161
17247,id_2277,,,4
17244,id_9002,"['Bar', 'Pub']",$$ - $$$,6
17251,id_385,"['Asian', 'Thai', 'Vegetarian Friendly']",$$ - $$$,61
17253,id_5686,"['Italian', 'Pizza']",$$ - $$$,12
17261,id_10081,"['Mediterranean', 'Halal']",$,6
17266,id_10588,,,4
17270,id_5191,,,574
17256,id_8886,"['Brew Pub', 'Bar', 'Cafe']",$,17
17257,id_1369,"['Italian', 'Mediterranean', 'European']",$$ - $$$,1442
17254,id_12554,['French'],$,27
17249,id_5675,,$,7
17259,id_8207,['Cafe'],,2
17260,id_4224,['Asian'],$,7
17255,id_2556,"['Indian', 'Asian', 'Vegetarian Friendly']",$$ - $$$,152
17273,id_1430,"['Bar', 'European', 'Pub']",$$ - $$$,33
17265,id_2708,"['Fast Food', 'Turkish', 'Middle Eastern']",$,49
17258,id_13824,,$,5
17276,id_1332,"['Bar', 'European', 'Pub']",$$ - $$$,82
17250,id_424,"['Mediterranean', 'European', 'Spanish']",$$$$,467
17267,id_2873,"['Italian', 'Mediterranean', 'Romana']",$$ - $$$,129
17274,id_1050,"['Bar', 'International', 'Pub']",$$ - $$$,58
17281,id_3083,"['Bakeries', 'German', 'Cafe']",$$ - $$$,22
17278,id_1050,"['Italian', 'Cafe', 'Vegetarian Friendly']",$$ - $$$,19
17272,id_200,"['German', 'Swiss', 'European']",$$ - $$$,73
17277,id_1591,['Turkish'],$,8
17252,id_8381,"['Cafe', 'Vegetarian Friendly', 'Vegan Options']",$,20
17279,id_824,"['Mediterranean', 'European', 'Spanish']",$$$$,488
17286,id_5518,"['Italian', 'German', 'Cafe']",$$ - $$$,6
17282,id_171,"['French', 'European', 'Vegetarian Friendly']",$$ - $$$,918
17262,id_237,"['Irish', 'European', 'Vegetarian Friendly']",$$ - $$$,243
17242,id_1131,,,
17275,id_10357,['Japanese'],$$ - $$$,4
17280,id_16157,"['Italian', 'Pizza']",$,39
17285,id_296,"['Bar', 'European', 'Czech']",$$ - $$$,2968
17269,id_5826,"['French', 'Cafe', 'British']",$$ - $$$,34
17271,id_14406,"['Quick Bites', 'Mexican', 'Latin']",$,35
17283,id_2430,,,2
17264,id_884,,,
17263,id_3114,"['French', 'European', 'Vegetarian Friendly']",$$ - $$$,205
17246,id_1629,,,
17284,id_1212,"['Austrian', 'Cafe', 'Seafood']",$$ - $$$,59
17241,id_2996,,,
17290,id_1173,"['Cafe', 'European', 'Contemporary']",$$ - $$$,5
17291,id_2470,"['Italian', 'Pizza', 'European']",$$ - $$$,159
17288,id_8205,"['Italian', 'Pizza', 'Fast Food']",$,15
17268,id_9333,,,
17287,id_13791,['Indian'],,15
17289,id_1549,"['Quick Bites', 'European', 'Spanish']",$,153
17292,id_2491,"['Italian', 'Pizza', 'European']",$,17
17294,id_6274,"['American', 'Steakhouse', 'Dutch']",$$ - $$$,14
17295,id_12698,"['Chinese', 'Asian', 'Vietnamese']",,16
17301,id_1601,,$,45
17296,id_2575,"['Italian', 'Bar']",$$ - $$$,152
17300,id_745,"['Bar', 'British', 'Pub']",$,74
17298,id_735,,$$ - $$$,96
17310,id_257,"['Bar', 'Pub']",$$ - $$$,325
17311,id_111,"['French', 'Belgian', 'European']",$$$$,499
17299,id_1654,"['Irish', 'Bar', 'European']",$$ - $$$,52
17302,id_2504,['Cafe'],$$ - $$$,8
17293,id_478,"['Asian', 'Thai', 'Vegetarian Friendly']",$,33
17307,id_3317,"['Steakhouse', 'Barbecue', 'South American']",,21
17309,id_5740,"['Asian', 'Thai']",$$ - $$$,354
17304,id_13978,['French'],,1
17297,id_894,"['French', 'Belgian', 'International']",$$ - $$$,71
17312,id_1065,"['Polish', 'European']",$,4
17308,id_2391,"['European', 'Hungarian']",$$ - $$$,20
17316,id_704,"['German', 'Austrian', 'Cafe']",$,50
17313,id_1948,['Spanish'],$$ - $$$,33
17305,id_10278,"['Japanese', 'Asian']",$,25
17306,id_3085,['Spanish'],$,9
17322,id_1665,"['Polish', 'European']",$,14
17318,id_4565,"['French', 'Gastropub', 'Vegetarian Friendly']",$$ - $$$,80
17321,id_3683,"['Mediterranean', 'European', 'Portuguese']",$$ - $$$,191
17326,id_15419,"['Quick Bites', 'Cafe', 'Vegetarian Friendly']",$,14
17324,id_10393,['Turkish'],,8
17328,id_686,"['Lebanese', 'Middle Eastern', 'Vegetarian Friendly']",$$ - $$$,282
17334,id_2756,"['Mediterranean', 'Spanish', 'Vegetarian Friendly']",$$ - $$$,29
17331,id_685,"['Quick Bites', 'French', 'Cafe']",$$ - $$$,274
17330,id_3091,"['Italian', 'Vegetarian Friendly']",$,61
17327,id_2823,['Grill'],$$$$,4
17333,id_2062,,$$ - $$$,7
17319,id_3246,"['Italian', 'Mediterranean', 'Spanish']",$,19
17338,id_9551,,,3
17335,id_439,"['Asian', 'Korean']",$$ - $$$,26
17325,id_3571,"['Lebanese', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,84
17337,id_2140,,,2
17314,id_424,"['Italian', 'Mediterranean', 'European']",$$ - $$$,447
17332,id_581,"['Bar', 'Pub']",,46
17329,id_1181,"['Italian', 'Vegetarian Friendly']",,23
17323,id_71,,,
17342,id_2075,,$$ - $$$,5
17343,id_1501,['Italian'],$$ - $$$,16
17339,id_14522,,$,6
17340,id_10226,['Moroccan'],$$ - $$$,44
17315,id_220,"['Quick Bites', 'American', 'Fast Food']",$$ - $$$,391
17303,id_6848,,,
17341,id_756,"['Italian', 'Mediterranean', 'Romana']",$$ - $$$,2625
17317,id_116,,,
17336,id_4371,,,
17347,id_330,['Italian'],,8
17346,id_13767,"['Bar', 'Spanish']",$$ - $$$,145
17320,id_12364,,,
17344,id_1451,"['French', 'Belgian', 'European']",$$ - $$$,61
17352,id_1724,"['Mediterranean', 'Greek', 'Vegetarian Friendly']",$$ - $$$,341
17345,id_4890,"['Chinese', 'International', 'Asian']",$$ - $$$,119
17362,id_255,"['French', 'European', 'Swedish']",$$$$,195
17358,id_1839,['Cafe'],,4
17372,id_3532,"['European', 'Czech', 'Central European']",$$ - $$$,56
17374,id_8627,['Cafe'],,5
17359,id_1620,"['Italian', 'European', 'Vegetarian Friendly']",$$ - $$$,375
17357,id_514,"['Italian', 'Pizza', 'Seafood']",$$ - $$$,1095
17355,id_1132,,$,34
17350,id_601,"['Italian', 'Pizza', 'European']",$$ - $$$,52
17369,id_1719,['Cafe'],,15
17377,id_2539,"['European', 'Portuguese']",,7
17385,id_1848,"['Lebanese', 'Mediterranean']",$,13
17354,id_909,"['Quick Bites', 'American', 'Fast Food']",$$ - $$$,115
17363,id_591,"['German', 'Bar', 'European']",$$ - $$$,546
17380,id_5883,"['French', 'Seafood']",$$ - $$$,160
17370,id_4509,"['Italian', 'Mediterranean', 'European']",$$ - $$$,102
17360,id_3821,"['Steakhouse', 'Spanish', 'Argentinean']",$$ - $$$,33
17371,id_1259,"['American', 'Bar', 'Barbecue']",$$ - $$$,130
17382,id_39,"['German', 'Austrian', 'European']",$$ - $$$,690
17379,id_1704,"['Asian', 'Vietnamese', 'Vegetarian Friendly']",$$ - $$$,23
17364,id_3518,"['Bar', 'International', 'British']",$$ - $$$,197
17376,id_2063,"['Italian', 'European', 'Vegetarian Friendly']",$$ - $$$,41
17366,id_1401,,,5
17386,id_805,"['Bakeries', 'Polish', 'Cafe']",$,27
17390,id_1563,['Thai'],$$ - $$$,12
17356,id_4737,"['Italian', 'American', 'Southwestern']",$,67
17383,id_16378,['Indian'],,2
17389,id_5048,"['Mediterranean', 'Spanish', 'Vegetarian Friendly']",$,38
17367,id_418,['Italian'],$$ - $$$,417
17392,id_1213,,$,2
17384,id_6312,['Wine Bar'],$$ - $$$,24
17348,id_1752,,,
17378,id_1782,,$$ - $$$,78
17349,id_451,,,
17388,id_1318,"['Bar', 'Cafe', 'Mediterranean']",$$$$,234
17353,id_1911,,,
17373,id_52,"['Mediterranean', 'Portuguese', 'Wine Bar']",$$ - $$$,833
17381,id_308,"['Quick Bites', 'Mexican', 'Latin']",$,97
17391,id_238,"['Austrian', 'International', 'European']",$$ - $$$,297
17395,id_8152,['British'],,11
17394,id_3466,,,4
17351,id_4725,,,
17393,id_9435,,,1
17396,id_853,"['Pizza', 'Fast Food', 'Argentinean']",$$ - $$$,437
17387,id_435,,,
17365,id_11457,,,
17368,id_13029,,,
17361,id_9942,,,
17398,id_1108,"['European', 'Portuguese']",$,29
17399,id_3634,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,145
17375,id_10023,,,
17401,id_6708,['French'],,12
17402,id_407,"['Japanese', 'Sushi']",$$ - $$$,25
17404,id_12431,,,3
17397,id_14377,,,
17408,id_8065,['Indian'],,1
17403,id_5745,"['American', 'Cafe', 'Spanish']",$$ - $$$,62
17406,id_810,"['European', 'Portuguese']",$,8
17407,id_13416,"['Bar', 'British', 'Pub']",$$ - $$$,19
17413,id_12422,,$$ - $$$,9
17418,id_1043,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,5775
17421,id_760,"['Italian', 'Polish', 'Pizza', 'European']",,9
17414,id_10045,"['Turkish', 'Middle Eastern', 'Halal']",,20
17417,id_1308,['Healthy'],,14
17424,id_1127,['Turkish'],$,8
17415,id_3517,,,1
17431,id_3044,,,2
17419,id_1515,['Middle Eastern'],,8
17426,id_8529,"['Italian', 'Pizza']",$$ - $$$,14
17409,id_1521,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,165
17425,id_32,"['European', 'Swedish', 'Scandinavian']",$$$$,373
17428,id_6596,"['Chinese', 'Asian', 'Cantonese']",$$ - $$$,39
17411,id_453,"['European', 'British', 'Vegetarian Friendly']",$$ - $$$,2234
17400,id_318,,,
17423,id_3254,"['French', 'European', 'Healthy']",$$ - $$$,2233
17443,id_8012,,,1
17420,id_2599,,$,27
17422,id_815,"['Cafe', 'European', 'Portuguese']",,10
17436,id_3633,"['Italian', 'European', 'Czech']",$$ - $$$,22
17410,id_2913,,,22
17416,id_2936,"['Italian', 'Mediterranean', 'European']",$$ - $$$,129
17438,id_2049,"['African', 'Ethiopian', 'Vegetarian Friendly']",$$ - $$$,276
17440,id_783,"['Cafe', 'European', 'Vegetarian Friendly']",$,60
17427,id_2796,"['French', 'European', 'Wine Bar']",$$ - $$$,107
17433,id_12293,['Pizza'],,7
17435,id_8233,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,80
17437,id_573,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,196
17444,id_1563,"['Indian', 'Asian', 'Vegetarian Friendly']",$$ - $$$,66
17434,id_900,"['European', 'Central European', 'Hungarian']",$$ - $$$,25
17447,id_424,"['Italian', 'Pizza']",,8
17405,id_4763,,,
17449,id_850,"['Mediterranean', 'European', 'Portuguese']",$$$$,96
17446,id_3478,"['Lebanese', 'Mediterranean', 'Middle Eastern']",$$ - $$$,72
17439,id_2033,"['Fast Food', 'Vegetarian Friendly']",$,44
17430,id_5513,,$$$$,26
17448,id_3332,,,1
17441,id_5337,"['Italian', 'Mediterranean', 'Barbecue']",$$ - $$$,59
17432,id_1508,"['Quick Bites', 'American', 'Fast Food']",$$ - $$$,188
17412,id_644,,,
17445,id_2817,"['Italian', 'Diner', 'Vegetarian Friendly']",$$ - $$$,562
17429,id_1871,,,
17451,id_642,"['French', 'European', 'Vegetarian Friendly']",$$ - $$$,384
17450,id_2223,,,
17454,id_2169,"['Italian', 'Pizza']",$,11
17456,id_278,"['Mediterranean', 'Greek', 'Vegetarian Friendly']",$$ - $$$,127
17455,id_1529,"['French', 'European', 'Fusion']",$$$$,877
17457,id_7548,"['Italian', 'Pizza']",$$ - $$$,18
17442,id_11036,,,
17459,id_12596,,,4
17458,id_125,"['Diner', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,128
17452,id_4991,,,
17460,id_2535,"['Italian', 'European', 'Vegetarian Friendly']",$$$$,96
17453,id_11678,,,
17470,id_8410,"['Bar', 'European', 'British']",$$ - $$$,18
17461,id_666,"['Italian', 'Pizza', 'European']",$,52
17464,id_349,"['Quick Bites', 'Fast Food', 'Middle Eastern']",$,89
17467,id_7010,,$$ - $$$,18
17483,id_1380,"['French', 'Cafe', 'European']",$$ - $$$,113
17466,id_7416,"['Irish', 'Bar', 'Pub']",$$ - $$$,125
17468,id_893,['French'],$$ - $$$,107
17474,id_7096,"['Quick Bites', 'Bar', 'British']",$$ - $$$,280
17463,id_1240,"['Italian', 'Cafe']",$,110
17486,id_7032,['French'],,10
17462,id_1890,,$,25
17465,id_6350,"['Quick Bites', 'Cafe', 'European']",$$ - $$$,115
17471,id_629,"['International', 'Greek', 'Wine Bar']",$$ - $$$,34
17469,id_821,"['Italian', 'Polish', 'European']",$$ - $$$,34
17484,id_2543,['French'],$$ - $$$,22
17475,id_513,['French'],,98
17485,id_4619,,,2
17487,id_803,"['Brew Pub', 'European', 'Scandinavian']",$$ - $$$,284
17492,id_2003,"['International', 'Asian', 'Fusion']",,38
17473,id_5033,"['Fast Food', 'Vegetarian Friendly']",$,79
17489,id_255,"['Asian', 'Vietnamese', 'Soups']",$,27
17491,id_4369,['French'],$$ - $$$,10
17488,id_6634,"['Pizza', 'Fast Food']",$,29
17481,id_153,"['Italian', 'Lombard', 'Northern-Italian']",$,1041
17478,id_168,"['European', 'Vegetarian Friendly', 'Vegan Options']",$$$$,637
17501,id_740,['Vegetarian Friendly'],$$ - $$$,16
17502,id_12713,['Seafood'],,1
17493,id_9842,"['Moroccan', 'Mediterranean', 'Middle Eastern']",$$ - $$$,72
17498,id_806,"['Quick Bites', 'Fast Food', 'British']",$,345
17497,id_533,"['Seafood', 'Mediterranean', 'European']",$$ - $$$,328
17499,id_2526,['French'],$$ - $$$,18
17494,id_5189,"['French', 'Bar', 'European']",$$ - $$$,107
17482,id_4687,"['Lebanese', 'Mediterranean', 'Middle Eastern']",$$ - $$$,374
17504,id_1895,['Vegetarian Friendly'],$$ - $$$,33
17496,id_9016,['European'],$$ - $$$,4
17476,id_1198,"['Bar', 'Pub']",$,25
17506,id_8723,['French'],,5
17505,id_855,"['Quick Bites', 'Fast Food']",$,40
17495,id_242,"['Seafood', 'Mediterranean', 'European']",$,2615
17490,id_641,,,
17507,id_1059,,$,28
17503,id_1945,"['Spanish', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,627
17477,id_2031,,,
17472,id_1324,"['Cafe', 'Soups', 'Vegetarian Friendly']",$$ - $$$,15
17508,id_2073,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,196
17479,id_6258,,,
17500,id_2758,,,
17510,id_1129,"['Chinese', 'Fast Food']",$,9
17480,id_7646,,,
17511,id_2623,['Fusion'],$$ - $$$,117
17509,id_2335,"['Italian', 'Fast Food', 'Vegetarian Friendly']",$,34
17513,id_873,['Fast Food'],,8
17514,id_187,"['Quick Bites', 'Belgian', 'Fast Food']",$,464
17512,id_7150,"['European', 'Spanish']",$$ - $$$,41
17516,id_5505,"['Mexican', 'Vegetarian Friendly']",$$ - $$$,36
17523,id_3500,['Japanese'],,2
17522,id_1036,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,133
17515,id_5088,"['Italian', 'Pizza', 'Vegetarian Friendly']",$,42
17524,id_79,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,673
17527,id_2495,"['Mediterranean', 'Spanish', 'Vegetarian Friendly']",$$ - $$$,41
17519,id_3847,"['Cafe', 'Soups', 'Vegetarian Friendly']",$$ - $$$,17
17517,id_2325,"['Italian', 'European']",$$ - $$$,30
17518,id_1290,"['Mexican', 'Latin', 'Vegetarian Friendly']",$$ - $$$,114
17525,id_1358,"['Fast Food', 'Barbecue', 'Turkish', 'Middle Eastern']",,24
17536,id_9952,['Vietnamese'],$,15
17543,id_4242,,$,5
17528,id_4760,,$$ - $$$,17
17540,id_633,"['Brazilian', 'Vegetarian Friendly']",$$ - $$$,77
17534,id_99,"['Mediterranean', 'European', 'Portuguese']",$$ - $$$,664
17535,id_26,"['Italian', 'Mediterranean', 'European']",$$ - $$$,312
17538,id_6182,['Spanish'],$$ - $$$,27
17539,id_14010,"['Mediterranean', 'Spanish', 'Vegetarian Friendly']",$$ - $$$,33
17532,id_1731,"['Pizza', 'Fast Food']",$,12
17529,id_3386,"['Italian', 'Bar', 'Deli']",$$ - $$$,152
17537,id_6632,"['German', 'Fast Food', 'European']",$,64
17520,id_5191,"['Bar', 'European', 'British']",$$ - $$$,124
17545,id_453,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,271
17551,id_2027,"['Middle Eastern', 'Vegetarian Friendly']",$$ - $$$,25
17554,id_729,,$$ - $$$,22
17548,id_4085,"['Italian', 'Pizza', 'Vegetarian Friendly']",$,30
17547,id_589,"['Italian', 'American', 'Brew Pub']",$,286
17555,id_437,"['French', 'European', 'Wine Bar']",$$ - $$$,91
17542,id_7402,"['French', 'European']",$$ - $$$,71
17553,id_10853,,,1
17546,id_1212,"['American', 'Latin', 'Bar']",$$ - $$$,134
17549,id_2207,"['Italian', 'Pizza', 'Vegetarian Friendly']",$,36
17559,id_1122,['Italian'],$$ - $$$,20
17552,id_3677,"['Italian', 'European', 'Vegetarian Friendly']",$$ - $$$,389
17557,id_4709,['Mediterranean'],$$ - $$$,42
17560,id_1450,"['Chinese', 'Japanese', 'Seafood']",$,505
17521,id_2555,,,
17558,id_3809,"['Bar', 'Mediterranean', 'Spanish']",$,19
17565,id_2199,"['Italian', 'Pub', 'Vegan Options']",$,77
17531,id_2272,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,132
17550,id_5127,['Italian'],$$ - $$$,35
17533,id_659,,,
17564,id_10378,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,52
17566,id_4646,"['Mexican', 'Latin', 'South American']",$$ - $$$,90
17526,id_5430,,,
17567,id_539,"['American', 'Barbecue']",$$ - $$$,555
17562,id_104,"['Steakhouse', 'Argentinean', 'South American']",$$ - $$$,1110
17556,id_2787,,,
17530,id_3926,,,
17569,id_8291,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,341
17563,id_39,"['Greek', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,3724
17570,id_7845,"['Bar', 'British', 'Pub']",$$ - $$$,44
17544,id_1696,,,
17541,id_12237,,,
17561,id_12714,,,
17571,id_544,"['Italian', 'Seafood', 'Mediterranean']",$$ - $$$,2392
17572,id_9626,"['Asian', 'Korean', 'Vegetarian Friendly']",$$ - $$$,59
17573,id_794,"['Hawaiian', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,20
17579,id_3133,,,3
17576,id_4271,['Italian'],,3
17574,id_1354,"['Peruvian', 'Latin', 'Spanish']",$,48
17583,id_1585,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",$$ - $$$,34
17575,id_756,"['Austrian', 'Cafe', 'European']",$$ - $$$,200
17577,id_350,"['American', 'Cafe', 'Mediterranean']",$$ - $$$,719
17587,id_5895,"['Bakeries', 'Italian']",$$ - $$$,12
17578,id_579,"['Seafood', 'Mediterranean', 'Barbecue']",$$ - $$$,156
17568,id_10003,,,
17582,id_2328,"['French', 'European']",$$ - $$$,129
17585,id_1568,"['Italian', 'Seafood', 'Mediterranean']",$$ - $$$,469
17590,id_57,"['German', 'Bar', 'European']",$$ - $$$,2143
17586,id_442,"['European', 'Central European']",$$ - $$$,172
17592,id_14903,['European'],$$ - $$$,34
17594,id_2567,"['European', 'Greek', 'Vegetarian Friendly']",$$ - $$$,40
17584,id_1969,"['Dutch', 'European']",,14
17581,id_870,"['Turkish', 'Middle Eastern', 'Vegetarian Friendly']",$$ - $$$,83
17598,id_4904,"['Italian', 'Pizza', 'Seafood']",$,122
17589,id_1865,"['Japanese', 'Sushi']",$$ - $$$,51
17588,id_70,"['German', 'Austrian', 'European']",$$ - $$$,6230
17593,id_5729,"['Spanish', 'Argentinean', 'South American']",,2
17596,id_4627,"['Mediterranean', 'Spanish', 'Vegetarian Friendly']",$$ - $$$,32
17604,id_652,"['Cafe', 'European', 'Vegetarian Friendly']",$,158
17605,id_732,"['American', 'European', 'Vegetarian Friendly']",$$ - $$$,284
17602,id_1747,"['Quick Bites', 'Fast Food']",$,66
17606,id_11128,,,8
17601,id_8751,['Spanish'],,1
17607,id_31,"['Healthy', 'Afghani', 'Vegetarian Friendly']",$$ - $$$,352
17610,id_227,"['Bar', 'Pizza', 'European']",$$ - $$$,118
17611,id_7236,,$,11
17597,id_1544,"['European', 'Czech']",$,23
17608,id_2719,"['Seafood', 'European', 'Grill']",$$ - $$$,31
17617,id_950,"['Mediterranean', 'Greek']",$$ - $$$,34
17616,id_3093,"['Bar', 'British', 'Pub']",$$ - $$$,113
17612,id_3243,,$,2
17609,id_14509,"['Seafood', 'British']",,6
17615,id_12606,,$$ - $$$,11
17614,id_4420,"['French', 'Dining bars', 'Vegetarian Friendly']",$$ - $$$,154
17603,id_2236,"['Quick Bites', 'American', 'Fast Food']",$,26
17620,id_543,"['Bar', 'British', 'Pub']",$$ - $$$,648
17600,id_2119,"['Quick Bites', 'Fast Food', 'Greek']",$,421
17618,id_273,"['Italian', 'Pizza', 'Fast Food']",$,201
17580,id_6798,,,
17619,id_13935,"['Cafe', 'Fast Food']",$,7
17623,id_15390,['Chinese'],,5
17599,id_5082,,,
17622,id_1046,"['Mediterranean', 'Greek', 'Vegetarian Friendly']",$$ - $$$,74
17613,id_346,"['Bar', 'European', 'Central European']",$$ - $$$,359
17624,id_4238,"['Irish', 'Bar', 'European']",$$ - $$$,184
17625,id_3155,"['Bar', 'British', 'Pub']",$$ - $$$,219
17591,id_4193,,,
17595,id_14200,,,
17626,id_151,"['Italian', 'Seafood', 'Mediterranean']",$$$$,677
17627,id_14128,"['Italian', 'French']",,13
17621,id_1089,,,
17630,id_4124,,$$ - $$$,8
17628,id_1966,"['Polish', 'European']",,1
17629,id_2365,,$$ - $$$,13
17632,id_361,"['Belgian', 'Dutch', 'Bar']",$$ - $$$,373
17635,id_8673,['Cafe'],,6
17634,id_3508,"['Asian', 'Vietnamese', 'Vegetarian Friendly']",$$ - $$$,212
17641,id_5531,"['Indian', 'Asian', 'Healthy']",$$ - $$$,479
17639,id_2268,"['Mediterranean', 'Spanish', 'Vegetarian Friendly']",$$ - $$$,55
17643,id_1469,"['Italian', 'Fast Food']",$,86
17633,id_819,"['Mexican', 'Fast Food', 'Vegetarian Friendly']",$$ - $$$,39
17631,id_6489,"['Cafe', 'International', 'British']",$,144
17637,id_5008,"['Bakeries', 'Italian', 'Vegetarian Friendly']",$,49
17647,id_2143,,,1
17638,id_612,['Cafe'],,3
17636,id_5674,"['Bar', 'Pizza', 'Pub']",$$ - $$$,95
17651,id_4726,"['Mediterranean', 'Spanish']",$$ - $$$,67
17642,id_3528,['Spanish'],$$ - $$$,83
17657,id_4466,"['French', 'American', 'Polish']",$,3
17645,id_7079,"['Steakhouse', 'Spanish']",$$ - $$$,14
17669,id_3697,,,1
17667,id_1683,"['Italian', 'Brew Pub', 'Bar']",$,358
17652,id_1707,"['European', 'Hungarian']",,3
17649,id_9874,"['Bar', 'British', 'Pub']",$$ - $$$,49
17663,id_524,"['Spanish', 'Gluten Free Options']",$$ - $$$,647
17654,id_161,"['Dutch', 'Bar', 'International']",$$ - $$$,2587
17648,id_1701,"['Dutch', 'Bar', 'European']",$$ - $$$,278
17650,id_4338,"['French', 'European']",$$ - $$$,71
17653,id_55,"['Italian', 'Pizza', 'European']",$$ - $$$,714
17671,id_64,"['Asian', 'Vietnamese', 'Vegetarian Friendly']",$$ - $$$,395
17655,id_8110,['Cafe'],$,7
17646,id_4004,,,2
17644,id_477,"['American', 'German', 'European']",$$ - $$$,85
17672,id_4748,,,8
17665,id_2450,"['Latin', 'Spanish', 'Healthy']",$,28
17656,id_381,"['Chinese', 'Japanese', 'Indian']",$$ - $$$,339
17658,id_4893,['Chinese'],$$ - $$$,8
17640,id_898,,,
17673,id_778,"['Peruvian', 'Latin', 'South American']",$$ - $$$,780
17675,id_3389,['Cafe'],,3
17661,id_386,"['Asian', 'Healthy', 'Indonesian']",$$ - $$$,184
17674,id_2240,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,35
17670,id_406,"['American', 'Bar']",$$ - $$$,67
17679,id_1722,"['Dutch', 'European']",$,35
17668,id_1472,,,
17678,id_6158,,,5
17680,id_11991,['Italian'],$,9
17662,id_9862,"['Quick Bites', 'Fast Food', 'Vegetarian Friendly']",$,76
17681,id_4792,"['European', 'Croatian']",,9
17666,id_3477,['European'],$$ - $$$,59
17659,id_11276,"['French', 'European']",$$ - $$$,90
17664,id_1212,"['Seafood', 'British', 'Vegetarian Friendly']",$$ - $$$,301
17682,id_8278,,$,3
17660,id_3144,"['Italian', 'Mediterranean', 'Romana']",$$ - $$$,252
17683,id_3429,"['Seafood', 'Mediterranean', 'European']",$$ - $$$,140
17677,id_2001,,,
17676,id_1436,,,
17684,id_2130,"['Italian', 'European', 'Hungarian']",$$ - $$$,25
17686,id_455,"['Irish', 'Seafood', 'Fast Food']",$,292
17688,id_5006,"['European', 'Wine Bar', 'Vegetarian Friendly']",$$ - $$$,150
17685,id_519,"['Mediterranean', 'Spanish', 'Vegetarian Friendly']",$$ - $$$,97
17693,id_15939,['Indian'],$$ - $$$,44
17687,id_279,"['Polish', 'European', 'Fusion']",$$ - $$$,116
17689,id_11885,"['Lebanese', 'Mediterranean']",$,19
17692,id_606,"['Cafe', 'Deli']",$$ - $$$,10
17696,id_12827,,$,9
17700,id_6298,['Grill'],,4
17702,id_1729,,,4
17691,id_587,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,974
17701,id_3741,"['Bar', 'British', 'Pub']",$$ - $$$,90
17709,id_2644,"['European', 'Portuguese']",$,13
17706,id_2417,,,4
17705,id_1005,"['European', 'Czech', 'Eastern European']",$$ - $$$,68
17707,id_731,"['French', 'Vegetarian Friendly']",$$ - $$$,625
17708,id_3287,"['Mexican', 'Southwestern', 'Latin']",$$ - $$$,105
17698,id_8449,"['French', 'Bar', 'Cafe']",$$ - $$$,124
17710,id_1429,"['Bar', 'British', 'Pub']",$$ - $$$,73
17712,id_1462,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,296
17703,id_2185,"['French', 'Contemporary', 'Healthy']",$$$$,319
17714,id_5146,"['Mediterranean', 'Spanish']",$,10
