,Cuisine Style,Price Range,Number of Reviews
8519,"['Italian', 'Pizza', 'Mediterranean']",$,135
8518,"['Cafe', 'Vegetarian Friendly', 'Vegan Options']",$,37
8293,"['Bar', 'Spanish', 'Pub']",$$ - $$$,46
8541,"['Cafe', 'Fast Food', 'Healthy']",$$ - $$$,18
8522,"['Cafe', 'Grill']",$,23
8540,"['Cafe', 'European', 'Healthy']",$$ - $$$,48
8509,"['Mediterranean', 'European', 'Turkish']",$$ - $$$,663
8547,"['Quick Bites', 'Fast Food']",$,61
8503,"['Italian', 'Pizza', 'Mediterranean']",$,199
8512,"['European', 'Spanish', 'Vegetarian Friendly']",$$ - $$$,288
8424,"['French', 'Belgian', 'European']",$$ - $$$,116
8386,"['Mediterranean', 'European', 'Spanish']",$$$$,239
8405,['Cafe'],$$ - $$$,15
8569,"['Italian', 'Fast Food', 'Mediterranean']",$,105
8753,"['Irish', 'Cafe', 'European']",$$ - $$$,81
8715,"['Asian', 'Indonesian']",$,15
8727,"['Bar', 'Pub', 'Healthy']",$,11
8762,"['Italian', 'French']",$$ - $$$,7
8714,"['Italian', 'Pizza']",,6
8747,"['Italian', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,289
8593,"['Mexican', 'Latin', 'South American']",$$ - $$$,297
8626,"['Irish', 'Bar', 'Pub']",$$ - $$$,104
8712,"['Italian', 'Pizza', 'Vegetarian Friendly']",$,43
8641,"['European', 'Portuguese']",$,26
8600,['Italian'],$$ - $$$,61
8564,['International'],$,14
8620,"['American', 'Fast Food', 'British']",$$ - $$$,9
8595,"['Bar', 'British', 'Pub']",$,65
8627,"['Belgian', 'European']",$$ - $$$,25
8614,,$$ - $$$,615
8623,"['International', 'Mediterranean', 'Spanish']",$$ - $$$,109
8629,"['Steakhouse', 'Latin', 'Barbecue']",$$ - $$$,186
8628,"['Italian', 'Mediterranean', 'European']",$$$$,81
8655,['Irish'],$$ - $$$,1
8691,"['Brew Pub', 'British']",$$ - $$$,151
8774,"['Pizza', 'Fast Food']",$,31
8833,"['French', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,6
8781,"['Brew Pub', 'Cafe', 'Pub']",$$ - $$$,8
8792,"['Indian', 'Middle Eastern', 'Pakistani']",$$ - $$$,2
8795,"['Cafe', 'Vegetarian Friendly', 'Gluten Free Options']",$$ - $$$,120
8778,"['Spanish', 'Vegetarian Friendly']",$$ - $$$,78
8773,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,21
8683,"['Pizza', 'Romana', 'Lazio']",$$ - $$$,748
8675,"['French', 'Fast Food', 'Vegetarian Friendly']",$,46
8670,"['Indian', 'Asian', 'Balti']",$$ - $$$,2011
8646,"['French', 'Mediterranean', 'European']",$$ - $$$,385
8523,"['Seafood', 'Fast Food']",$,22
8713,,,7
8742,"['Japanese', 'Seafood']",$,2
8663,"['American', 'Fast Food', 'Vegetarian Friendly']",$,32
8536,"['Lebanese', 'Mediterranean', 'Middle Eastern']",$$ - $$$,143
8513,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,176
8766,"['Northern-Italian', 'Southern-Italian']",$$ - $$$,6
8824,"['Asian', 'Korean', 'Vegetarian Friendly']",$$ - $$$,92
8808,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,30
8806,"['Chinese', 'Japanese', 'Seafood']",$$ - $$$,53
8745,['French'],$$ - $$$,42
8735,"['French', 'Steakhouse', 'Dutch']",$$ - $$$,721
8739,"['American', 'Fast Food', 'Vegetarian Friendly']",$,134
8606,,,19
8530,,,
8534,,,
8550,,,
8556,,,
8677,,,
8838,,,
8225,"['Seafood', 'European', 'British']",$$$$,1782
8648,"['Cafe', 'European', 'Hungarian']",$,67
8652,"['Italian', 'Mediterranean', 'European']",$$ - $$$,228
8693,"['Dutch', 'European', 'Vegetarian Friendly']",$$ - $$$,381
8662,"['Asian', 'Indonesian', 'Vegetarian Friendly']",$$ - $$$,20
8681,"['Indian', 'Sri Lankan']",$,16
8653,['Spanish'],$,23
8689,['Hungarian'],$,33
8676,"['French', 'European']",$$ - $$$,837
8643,"['Asian', 'Thai', 'Vegetarian Friendly']",$$ - $$$,27
8680,['Greek'],$$ - $$$,25
8690,"['Moroccan', 'Mediterranean', 'Middle Eastern']",$$ - $$$,344
8656,"['International', 'European', 'Vegetarian Friendly']",$$ - $$$,99
8705,"['Mexican', 'American', 'European']",$$ - $$$,32
8601,,$$ - $$$,1
8598,"['European', 'Scandinavian', 'Danish']",$$ - $$$,279
8408,['Seafood'],$$ - $$$,154
8570,"['Seafood', 'Mediterranean', 'European']",$$ - $$$,393
8625,"['Bar', 'British', 'Pub']",$$ - $$$,350
8565,"['Indian', 'Asian', 'Vegetarian Friendly']",$$ - $$$,84
8692,,$$ - $$$,33
8786,"['Italian', 'Seafood', 'Mediterranean']",$$$$,1784
8787,"['Mediterranean', 'European', 'Portuguese']",$,366
8776,['Cafe'],,9
8789,"['Japanese', 'Seafood', 'Sushi']",$$ - $$$,64
8785,,,4
8393,,,
8740,['European'],$$ - $$$,38
8729,"['European', 'Vegetarian Friendly']",$$$$,72
8514,"['Quick Bites', 'Italian', 'Pizza']",$,503
8767,['Chinese'],$$ - $$$,8
8834,"['Italian', 'Pizza', 'Vegetarian Friendly']",$,31
8744,"['Cafe', 'British', 'Vegetarian Friendly']",$,27
8704,"['French', 'Vegetarian Friendly']",$$ - $$$,29
8730,,$$ - $$$,57
8702,['Asian'],,3
8750,['Turkish'],$,7
8543,"['Mediterranean', 'Healthy', 'Middle Eastern']",$,61
8725,"['Italian', 'Fast Food']",$,25
8721,"['Italian', 'Mediterranean', 'European']",$$ - $$$,378
8741,"['French', 'European']",$$ - $$$,486
8706,,$,23
8780,,$,5
8771,"['Spanish', 'Vegetarian Friendly']",$$ - $$$,36
8855,['Steakhouse'],$$ - $$$,48
8857,"['Italian', 'Mediterranean', 'European']",$$ - $$$,111
8842,['American'],,788
8559,,,
8568,,,
8642,,,
8711,"['Austrian', 'Cafe', 'European']",$,63
8749,"['Spanish', 'Vegetarian Friendly']",$,38
8722,"['Italian', 'Bar', 'Mediterranean']",$$ - $$$,100
8738,"['Moroccan', 'Mediterranean', 'Healthy']",$$ - $$$,53
8769,"['German', 'Vegetarian Friendly']",$$ - $$$,19
8754,['Greek'],$$ - $$$,8
8761,"['European', 'Fusion', 'Central European']",$$$$,451
8736,"['Japanese', 'Sushi', 'Asian']",,15
8632,"['Italian', 'Pizza', 'European']",$$ - $$$,226
8682,"['Mediterranean', 'Turkish', 'Middle Eastern']",$$ - $$$,103
8685,"['French', 'American', 'European']",$$ - $$$,1088
8461,,$$ - $$$,2
8668,"['Indian', 'Asian', 'Vegetarian Friendly']",$$ - $$$,197
8678,"['Italian', 'Pizza', 'European']",$$ - $$$,239
8696,"['Japanese', 'Mediterranean', 'Vegetarian Friendly']",$$ - $$$,51
8798,"['Fast Food', 'Deli']",$,31
8784,['Deli'],$$ - $$$,17
8805,"['Italian', 'Seafood', 'Sardinian']",$$$$,493
8799,['French'],$$ - $$$,9
8802,"['Mediterranean', 'European', 'Greek']",$$ - $$$,390
8674,"['Chinese', 'Japanese', 'Seafood']",$,194
8657,['Spanish'],$,12
8698,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,15
8716,"['Seafood', 'Greek']",$$ - $$$,20
8500,"['Asian', 'Thai', 'Vegetarian Friendly']",$$ - $$$,620
8723,"['European', 'Portuguese']",,10
8699,"['Italian', 'American', 'European']",$$ - $$$,41
8807,['German'],$$ - $$$,11
8810,['Vietnamese'],$$ - $$$,18
8809,"['French', 'Cafe', 'Deli']",,4
8818,,,5
8758,['British'],$$$$,6
8757,"['European', 'Portuguese']",$,77
8823,"['Barbecue', 'European', 'Gluten Free Options']",$$ - $$$,748
8817,"['Fast Food', 'Vegetarian Friendly']",$,15
8832,['Italian'],,6
8751,"['Italian', 'Pizza', 'Fast Food']",$,19
8728,,,0
8746,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,1940
8814,"['Spanish', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,29
8831,"['German', 'Cafe', 'European']",$$ - $$$,14
8835,['Gluten Free Options'],$$ - $$$,87
8731,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,63
8825,['Spanish'],$$ - $$$,28
8759,"['Japanese', 'Sushi', 'Asian']",$,21
8743,,$$ - $$$,37
8700,"['Chinese', 'Japanese', 'Sushi']",$$ - $$$,57
8837,,$$ - $$$,5
8737,['Thai'],$$ - $$$,2
8768,['Italian'],$$ - $$$,48
8733,"['American', 'Bar']",$$ - $$$,316
8797,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,46
8649,"['Latin', 'Mediterranean', 'Spanish']",$$ - $$$,10
8665,"['Indian', 'Asian', 'Vegetarian Friendly']",$$ - $$$,72
8664,"['Quick Bites', 'Italian', 'Mediterranean']",$,383
8865,,$,11
8866,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,257
8813,"['American', 'Cafe', 'British']",$$ - $$$,499
8756,['French'],,1
8765,['Greek'],$$ - $$$,29
8755,['French'],$$ - $$$,90
8752,,,
8827,,,
8796,,,
8822,,,
8860,,,
8804,"['Asian', 'Thai', 'Vegetarian Friendly']",$$ - $$$,101
8794,"['European', 'Spanish', 'Catalan']",$$$$,709
8801,['Spanish'],$$ - $$$,14
8770,"['Dessert', 'Italian', 'Spanish']",$,18
8720,"['Indian', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,101
8719,"['French', 'Belgian', 'European']",$$ - $$$,6
8816,['Sushi'],$,8
8819,"['American', 'Cafe']",$,5
8724,"['Dessert', 'Cafe', 'European']",$$ - $$$,25
8734,"['Italian', 'Lombard', 'Northern-Italian']",$$ - $$$,587
8709,"['European', 'Portuguese']",$,25
8710,"['Quick Bites', 'Mexican', 'Fast Food']",$,168
8506,"['Russian', 'Eastern European']",$$ - $$$,57
8793,"['Asian', 'Vietnamese', 'Vegetarian Friendly']",$$ - $$$,138
8779,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,255
8845,['Pizza'],$$ - $$$,4
8846,['Pub'],$$ - $$$,107
8852,"['Italian', 'International', 'Mediterranean']",$$ - $$$,119
8841,"['French', 'Belgian', 'European']",$$ - $$$,12
8803,['European'],$$ - $$$,533
8772,"['Middle Eastern', 'Vegetarian Friendly', 'Vegan Options']",$,37
8791,"['Vegetarian Friendly', 'Vegan Options']",$$ - $$$,29
8849,['French'],$$ - $$$,33
8667,"['Contemporary', 'Fusion', 'Healthy']",$$ - $$$,5181
8694,"['Italian', 'Seafood', 'Mediterranean']",$$ - $$$,203
8672,"['Bar', 'International', 'Vegetarian Friendly']",$$ - $$$,330
8650,,,
8679,,,
8708,"['French', 'Bar', 'European']",$$ - $$$,177
8879,,$$ - $$$,16
8763,,,
8701,,,
8850,"['Brazilian', 'Grill', 'South American']",$$ - $$$,133
8707,"['Italian', 'Mediterranean', 'European']",$$$$,1406
8826,"['Cafe', 'Healthy', 'Vegetarian Friendly']",$$ - $$$,29
8811,"['British', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,382
8836,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,947
8828,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,276
8820,"['French', 'European', 'Vegetarian Friendly']",$$ - $$$,384
8516,"['American', 'Barbecue', 'Vegetarian Friendly']",$$ - $$$,8873
8567,"['Belgian', 'Bar', 'European']",$$ - $$$,215
8571,"['Cafe', 'European', 'Portuguese']",$$ - $$$,117
8840,"['French', 'European', 'Vegetarian Friendly']",$$ - $$$,121
8854,"['Japanese', 'Asian', 'Soups']",$$ - $$$,102
8861,"['Japanese', 'Sushi']",$,10
8864,,,5
8863,['French'],$$ - $$$,48
8718,"['Italian', 'Pizza']",$,19
8760,"['Italian', 'European', 'Vegetarian Friendly']",$,86
8644,,,
8882,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,89
8890,"['Italian', 'Bar', 'European']",$,196
8886,"['Indian', 'Bangladeshi', 'Vegetarian Friendly']",$$ - $$$,76
8783,,,
8821,"['Mexican', 'Latin', 'Central American']",$$ - $$$,284
8777,,,
8812,,,
8815,,,
8830,,,
8844,,,
8862,,,
8829,"['French', 'European', 'Vegetarian Friendly']",$$$$,992
8717,"['Peruvian', 'Latin', 'Vegetarian Friendly']",$$$$,685
8851,"['Mediterranean', 'European', 'Portuguese']",$$$$,613
8847,"['Quick Bites', 'Deli', 'Healthy']",$$ - $$$,70
8853,"['French', 'European', 'Vegetarian Friendly']",$$ - $$$,1092
8782,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,163
8873,"['Japanese', 'Asian', 'Vegetarian Friendly']",$$ - $$$,115
8877,"['Romana', 'Lazio', 'Central-Italian']",$,699
8871,"['Asian', 'Thai', 'Vegetarian Friendly']",$$ - $$$,99
8876,"['Chinese', 'Japanese', 'Sushi']",$,173
8869,"['Dutch', 'Bar', 'European']",$$ - $$$,31
8790,"['Middle Eastern', 'Vegetarian Friendly', 'Halal']",$,18
8788,"['Dutch', 'Bar', 'Cafe']",$$ - $$$,528
8897,"['Cafe', 'Middle Eastern', 'Vegetarian Friendly']",$$ - $$$,65
8894,"['European', 'Greek', 'Vegetarian Friendly']",$$ - $$$,70
8868,,,
8563,"['American', 'Bar', 'Barbecue']",$$ - $$$,824
8883,"['Italian', 'Pizza', 'Mediterranean']",$,4154
8884,['Turkish'],$$ - $$$,21
8880,"['Mediterranean', 'Spanish', 'Vegetarian Friendly']",$$ - $$$,22
8885,"['Italian', 'Bar', 'Pub']",$,25
8881,"['French', 'Bar', 'Cafe']",$$ - $$$,263
8891,"['Italian', 'Mediterranean', 'European']",$$ - $$$,125
8887,['American'],,6
8892,,,5
8893,"['Indian', 'Asian', 'Vegetarian Friendly']",$$ - $$$,393
8905,"['Bar', 'European', 'Spanish']",$$ - $$$,44
8904,"['Bar', 'Spanish', 'Pub']",$$ - $$$,76
8911,"['European', 'Portuguese']",$,40
8915,"['French', 'European', 'Vegetarian Friendly']",$$ - $$$,563
8919,"['International', 'Mediterranean', 'Healthy']",$$ - $$$,176
8856,,,
8839,,,
8859,,,
8858,,,
8870,"['Bar', 'Mediterranean', 'European']",$$ - $$$,364
8902,"['Italian', 'Steakhouse', 'Mediterranean']",$$ - $$$,186
8899,"['Indian', 'Vegetarian Friendly']",$,17
8901,"['Indian', 'Pakistani', 'Vegetarian Friendly']",$$ - $$$,74
8895,['European'],$,21
8900,"['Seafood', 'British', 'Vegetarian Friendly']",$$ - $$$,178
8843,['Italian'],$,9
8926,"['French', 'European', 'Vegetarian Friendly']",$$ - $$$,37
8929,"['European', 'Slovenian']",$$ - $$$,11
8878,"['German', 'Austrian', 'Bar']",$,721
8874,,,
8914,"['Irish', 'European', 'Vegetarian Friendly']",$$ - $$$,1108
8903,"['German', 'Mediterranean']",$$ - $$$,10
8918,"['Bar', 'Mediterranean', 'European']",$$ - $$$,379
8912,"['Fast Food', 'Vegetarian Friendly', 'Vegan Options']",$,78
8920,,,6
8909,"['Steakhouse', 'Argentinean', 'Gluten Free Options']",$$$$,288
8913,"['International', 'Healthy', 'Vegetarian Friendly']",$$ - $$$,128
8917,"['German', 'Grill']",,3
8867,,,
8934,"['Indian', 'Vegetarian Friendly']",$$ - $$$,22
8936,['Japanese'],$,632
8932,"['American', 'British']",,9
8933,"['Austrian', 'European', 'Central European']",$$ - $$$,34
8889,['Vegetarian Friendly'],$$ - $$$,349
8888,,,
8907,,,
8898,"['Indian', 'Cafe', 'European']",$$ - $$$,38
8896,"['Italian', 'Steakhouse', 'Pizza']",$$ - $$$,485
8922,"['Italian', 'Mediterranean', 'European']",$$$$,264
8928,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,28
8923,"['European', 'Scandinavian', 'Danish']",$$ - $$$,166
8925,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,66
8872,"['European', 'Greek', 'Vegan Options']",$$ - $$$,220
8875,"['Mediterranean', 'Spanish', 'Diner']",$$ - $$$,10
8941,"['Italian', 'Mediterranean', 'European']",$$ - $$$,142
8927,,,
8906,"['French', 'Seafood', 'European']",$$ - $$$,453
8910,"['Mediterranean', 'European', 'Portuguese']",$$ - $$$,196
8916,"['Bar', 'British', 'Pub']",$$ - $$$,150
8947,"['Cafe', 'Diner']",$,12
8944,"['Bar', 'Contemporary']",$$ - $$$,44
8908,,,
8939,"['Quick Bites', 'Cafe', 'British']",$,43
8940,"['Bar', 'British', 'Pub']",$$ - $$$,129
8942,"['French', 'European', 'Wine Bar']",$$ - $$$,501
8956,"['Dessert', 'Italian']",$$ - $$$,37
8953,['International'],$$ - $$$,83
8959,"['Cafe', 'International', 'European']",$,10
8954,['French'],,6
8957,"['Italian', 'American', 'Cafe']",$$ - $$$,4
8930,"['Indian', 'Asian', 'Balti']",$$ - $$$,94
8937,,,
8943,['Pub'],$$ - $$$,9
8949,"['French', 'Turkish']",,4
8965,"['French', 'Belgian', 'European']",$$ - $$$,256
8958,['French'],$$ - $$$,58
8952,"['International', 'Vegetarian Friendly']",$,56
8924,['Dessert'],$,21
8921,"['Quick Bites', 'Italian', 'Fast Food']",$,715
8935,"['German', 'Seafood', 'European']",$$ - $$$,69
8931,,,
8972,,,24
8970,"['European', 'Portuguese']",$,31
8948,"['Dutch', 'Cafe', 'International']",$$ - $$$,51
8945,"['Quick Bites', 'Healthy', 'Vegetarian Friendly']",$,14
8950,"['Bar', 'International', 'British']",$$ - $$$,195
8946,"['Italian', 'American', 'Pizza']",$$ - $$$,660
8966,"['Italian', 'Bar', 'Fast Food']",$,730
8961,"['Chinese', 'Asian', 'Thai']",$,143
8964,"['Mediterranean', 'Spanish', 'Deli']",$$$$,4
8968,,$,4
8967,,,3
8963,"['Indian', 'Asian', 'Vegetarian Friendly']",$$ - $$$,870
8984,"['Chinese', 'Seafood', 'Asian']",$$ - $$$,224
8982,"['European', 'Spanish']",$$ - $$$,68
8981,['European'],$$ - $$$,25
8980,,$$ - $$$,10
8977,"['Cafe', 'European', 'Portuguese']",$,45
8960,,,
8955,,,
8951,,,
8938,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,37
8973,"['Bar', 'Cafe', 'European']",$$ - $$$,173
8969,"['Italian', 'Pizza']",$$ - $$$,8
8971,,,6
8986,['Indian'],,4
8989,"['Fast Food', 'Mediterranean', 'European']",$$ - $$$,121
8962,['Japanese'],$$ - $$$,60
8979,"['Steakhouse', 'Brazilian', 'Austrian']",$$ - $$$,13
8998,"['Austrian', 'European', 'Vegetarian Friendly']",$$ - $$$,21
9010,"['Bar', 'Mediterranean', 'Spanish']",$,32
8978,,,
8987,"['American', 'Latin', 'Spanish']",$,40
8992,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,2728
8985,"['Healthy', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,2
8993,"['Fast Food', 'Vegetarian Friendly']",$,20
8994,"['Indian', 'Asian', 'Vegetarian Friendly']",$$ - $$$,3674
8995,"['German', 'Austrian', 'European']",$$ - $$$,30
8975,,,
8976,"['Fast Food', 'Diner', 'Vegetarian Friendly']",$,44
8983,"['Italian', 'Northern-Italian']",,2
9019,,,
9006,"['Middle Eastern', 'Persian', 'Vegetarian Friendly']",$$ - $$$,385
9007,"['Italian', 'European', 'Spanish']",$$ - $$$,53
8997,"['Cafe', 'European']",$,157
9004,"['Mexican', 'American']",,6
8996,"['Italian', 'Pizza', 'Mediterranean']",$,254
8999,"['Italian', 'Vegetarian Friendly']",$$ - $$$,50
9001,"['Italian', 'Pizza']",$$ - $$$,12
9005,['Italian'],$$ - $$$,3
9003,"['Japanese', 'Asian', 'Vegetarian Friendly']",$$ - $$$,230
9000,['Greek'],,10
9020,"['French', 'European']",$$ - $$$,78
8974,"['Indian', 'Asian', 'Vegetarian Friendly']",$,96
9021,"['Bar', 'Pub']",$,14
9041,"['German', 'European', 'Central European']",$$ - $$$,223
8988,"['Quick Bites', 'Chinese', 'Fast Food']",$,1348
9018,"['American', 'Bar', 'Pub']",$$ - $$$,18
9016,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,14
9015,"['Belgian', 'European']",$,14
9017,"['Pub', 'Wine Bar', 'Gastropub']",$$ - $$$,75
9030,['Asian'],$,7
9066,"['Quick Bites', 'Asian', 'Vietnamese']",$,15
9022,"['Bar', 'Seafood', 'Mediterranean']",$$ - $$$,470
9036,"['French', 'Cafe']",$$ - $$$,13
9040,,,4
9038,['Turkish'],,5
9053,"['European', 'Norwegian']",$,3
9059,['Spanish'],$,41
9046,"['Dessert', 'Cafe', 'Vegetarian Friendly']",$,685
9060,"['Cafe', 'International', 'European']",$$ - $$$,630
9050,"['Belgian', 'European']",,7
9043,"['Mediterranean', 'Greek', 'Vegetarian Friendly']",$$ - $$$,79
9037,['European'],,4
9031,,,2
9062,['French'],$$ - $$$,61
9044,['Vegetarian Friendly'],$$ - $$$,42
9051,['Spanish'],$,50
9034,"['Steakhouse', 'European', 'Danish']",$$ - $$$,44
9068,"['French', 'Bar', 'European']",$$ - $$$,147
9032,"['Bar', 'International', 'Gastropub']",$$ - $$$,286
9012,"['French', 'European', 'Gastropub']",$$ - $$$,153
9024,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,111
9002,"['Mediterranean', 'Greek']",$$ - $$$,751
9074,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,449
9089,,,17
9011,,,
9009,,,
9014,"['Japanese', 'Asian', 'Vegetarian Friendly']",$,62
9033,"['Quick Bites', 'American', 'Bar']",$,60
9008,,,
9045,,$$ - $$$,20
9048,['British'],$$$$,11
9039,"['Irish', 'Cafe', 'Vegetarian Friendly']",$,344
9027,"['Asian', 'Thai', 'Vegetarian Friendly']",$$ - $$$,209
9052,['Bar'],$$ - $$$,171
9026,"['Seafood', 'Mediterranean', 'Croatian']",$$$$,171
9069,"['Mexican', 'Fast Food']",$,22
9065,['Italian'],,6
9054,"['Italian', 'Healthy', 'Vegetarian Friendly']",$,72
9056,"['Italian', 'Cafe', 'Mediterranean']",$$ - $$$,737
9029,,,7
9063,"['Bar', 'British', 'Pub']",$$ - $$$,255
9090,"['Italian', 'Pizza']",,9
9071,"['Mediterranean', 'Spanish', 'Grill']",$$ - $$$,292
9080,"['Bakeries', 'Cafe', 'European']",$,28
9055,"['Bakeries', 'European']",,3
8990,"['Cafe', 'International']",$$ - $$$,1
9087,"['European', 'Hungarian']",$$ - $$$,14
9084,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,95
9077,"['Italian', 'Pizza', 'Mediterranean']",$,61
9072,"['Mediterranean', 'Spanish']",$,40
9073,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,99
9083,"['Bar', 'Mediterranean', 'European']",$$ - $$$,358
9075,"['European', 'Portuguese']",$,50
8991,,,
9070,['Indian'],$$ - $$$,357
9013,"['Italian', 'Cafe', 'European']",$$ - $$$,73
9047,"['Fast Food', 'Soups', 'Vegetarian Friendly']",$,93
9042,"['Asian', 'Korean', 'Vegetarian Friendly']",$$ - $$$,237
9049,"['Moroccan', 'Mediterranean', 'Middle Eastern']",$$ - $$$,17
9023,"['Cafe', 'Spanish', 'Healthy']",$,22
9130,"['Cafe', 'Vegetarian Friendly']",$$$$,17
9118,"['Italian', 'French', 'Pizza']",$$ - $$$,150
9160,"['European', 'Healthy']",,5
9104,"['Italian', 'Pizza']",$,13
9121,"['Lebanese', 'Mediterranean', 'Middle Eastern']",$,84
9115,,$$ - $$$,8
9028,"['European', 'Portuguese']",,5
9158,,,2
9099,"['Italian', 'Pizza', 'Seafood']",,7
9159,['French'],$$ - $$$,19
9091,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,174
9096,,,5
9064,,,
9111,,$,8
9061,,,
9291,"['Mediterranean', 'Greek', 'Vegetarian Friendly']",$$ - $$$,125
9076,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,146
9086,['American'],$,64
9085,['Healthy'],$$ - $$$,69
9088,"['Bar', 'British', 'Vegetarian Friendly']",$$ - $$$,111
9078,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,248
9182,,,3
9025,"['French', 'European']",$$ - $$$,381
9193,"['Dessert', 'Italian']",,7
9174,,$$ - $$$,19
9188,['European'],$$ - $$$,47
9167,"['Cafe', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,19
9406,,,
9103,['Steakhouse'],,17
9105,"['Mediterranean', 'European', 'Wine Bar']",$$ - $$$,126
9058,"['German', 'Austrian', 'European']",$,23
9238,"['Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly']",,19
9209,,$,14
9217,"['Italian', 'European']",$$ - $$$,128
9116,,,10
9107,,,1
9101,"['Bar', 'European', 'Pub']",$$ - $$$,20
9106,,,13
9119,['Italian'],$,17
9102,,$$ - $$$,15
9079,"['Asian', 'Indonesian', 'Vegetarian Friendly']",$$ - $$$,233
9138,"['Italian', 'Pizza', 'Fast Food']",,12
9112,"['Mediterranean', 'European', 'Portuguese']",$,111
9114,"['Mediterranean', 'Spanish', 'Contemporary']",$$ - $$$,13
9092,"['Italian', 'Bar', 'European']",$$ - $$$,374
9133,"['Quick Bites', 'Fast Food']",$,152
9157,"['Dessert', 'Cafe', 'Spanish']",$$ - $$$,91
9094,"['American', 'Steakhouse', 'Barbecue']",$$ - $$$,1029
9109,"['International', 'European', 'Contemporary']",$$ - $$$,32
9131,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,213
9095,,,2
9136,"['Italian', 'Bar', 'European']",$$ - $$$,48
9145,"['Austrian', 'European', 'Central European']",$$$$,401
9108,"['Mediterranean', 'Middle Eastern', 'Tunisian']",$$ - $$$,232
9123,"['French', 'Bar', 'European']",$$ - $$$,49
9139,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,140
9153,"['French', 'Bar', 'European']",$$ - $$$,282
9097,"['Portuguese', 'Vegetarian Friendly']",$$ - $$$,197
9126,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,52
9124,,$$ - $$$,647
9150,"['Quick Bites', 'Fast Food', 'European']",$$ - $$$,277
9100,['Spanish'],$$ - $$$,45
9230,"['Cafe', 'Mediterranean', 'Spanish', 'Deli']",,18
9241,['Irish'],,6
9204,"['Moroccan', 'Mediterranean']",,1
9215,['Sushi'],,6
9208,"['French', 'Belgian', 'European']",$$ - $$$,1
9206,"['Japanese', 'Sushi', 'Asian']",$,32
9229,"['Quick Bites', 'Cafe', 'British']",$,109
9081,,,
9093,"['European', 'Asian']",$$ - $$$,29
9302,['Irish'],,2
9162,,,
9201,"['European', 'Eastern European', 'Central European']",$$ - $$$,223
9181,"['Cafe', 'European', 'Vegetarian Friendly']",$$ - $$$,56
9196,,,1
9067,"['European', 'Russian', 'South American']",$,12
9035,"['Mexican', 'American', 'Bar']",$$ - $$$,286
9178,['Chinese'],$$ - $$$,6
9057,,,
9175,"['French', 'Cafe', 'European']",$$ - $$$,13
9190,"['Mediterranean', 'Spanish']",$$ - $$$,80
9179,"['Japanese', 'Sushi']",$$ - $$$,21
9199,['Italian'],,9
9197,"['European', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,326
9172,"['Italian', 'Bar', 'Fast Food']",$$ - $$$,106
9198,['French'],$$ - $$$,12
9191,,$$ - $$$,5
9137,"['Mediterranean', 'Turkish']",$$ - $$$,26
9192,"['Mediterranean', 'Spanish']",$$ - $$$,8
9177,['Barbecue'],$$$$,1
9184,"['French', 'European', 'Vegetarian Friendly']",$$ - $$$,94
9082,,,
9143,"['Steakhouse', 'International', 'European']",$$ - $$$,134
9409,['Mediterranean'],$$$$,45
9339,,,4
9316,"['Italian', 'Vegetarian Friendly']",$$ - $$$,109
9276,['Fast Food'],,12
